Numerical__age,Numerical__daily_usage_hours,Numerical__sleep_hours,Numerical__intellectual_performance,Numerical__social_interactions,Numerical__exercise_hours,Numerical__anxiety_level,Numerical__depression_level,Numerical__self_esteem,Numerical__screen_time_before_bed,Numerical__phone_checks_per_day,Numerical__apps_used_daily,Numerical__time_on_social_media,Numerical__time_on_gaming,Numerical__time_on_education,Numerical__family_communication,Numerical__weekend_usage_hours,Categorical__gender_Male,Categorical__gender_Other,Categorical__phone_usage_purpose_Education,Categorical__phone_usage_purpose_Gaming,Categorical__phone_usage_purpose_Other,Categorical__phone_usage_purpose_Social Media
2.037148309503062,0.8562411105221046,-1.202247469253068,-0.5384118909587247,-0.6569774462346342,0.34216090981237235,1.51948931653144,-1.5416455503661652,-0.880624229968489,-0.4264638585610299,1.2213793468345,-1.438966934195051,0.3161732102367036,-0.790362361523939,1.0471409357987804,0.5422358477257238,1.9301674415953483,1.0,0.0,0.0,1.0,0.0,0.0
-0.844291557965642,-0.10660686402654859,0.34314741747180505,0.14651093131716286,0.6183749288082218,1.6957208894645648,-1.2533300239515621,-0.15077040013502604,-0.18371580495902926,-0.22282928556939596,-1.361524282665658,-0.13675004859278123,-0.0926596461202906,-0.3615054963615165,-1.4177223381628232,1.5868823114233044,0.29175692044287516,0.0,1.0,0.0,0.0,1.0,0.0
-0.844291557965642,-0.2079592824000911,1.5525868940390977,1.447864293641349,-1.2946536337560621,0.6128729057428108,-0.9067276063911869,0.8923859625383284,1.2101010450598904,-0.01919471257776201,-1.5479193899491743,0.29732224660797535,-1.2169500011020247,0.8178508828351455,0.2768711626857792,-1.1988415917702437,-0.5026239382977175,0.0,1.0,0.0,0.0,0.0,1.0
-0.5823424791048508,-0.7653975834545742,-0.6647188130009384,-1.4973038421449671,-1.6134917275167762,0.07144891388193386,1.1728868989710648,0.19694838742275875,-0.18371580495902926,0.7953435793887738,1.1947514743654262,-1.2219307865946727,0.009548567968958067,0.17456558509151174,2.125518618156982,-0.15419512807266328,-1.0487607786818751,1.0,0.0,0.0,0.0,1.0,0.0
1.850041824602497,0.5521838554014771,1.0150582377869672,-1.7027806888277335,-0.019301258713206232,-0.33461908001372404,0.47968206385031414,-1.1939267628083805,-1.2290784424732188,0.18443986041387217,-1.6278030073563958,0.29732224660797535,-1.5235746433697703,0.06735136880090623,0.5849790719309796,0.5422358477257238,-0.055784705256133854,1.0,0.0,0.0,0.0,0.0,0.0
0.7648242121792187,0.8562411105221046,0.410338499503321,0.4889723424551066,-0.9758155399953482,-1.4174670637354783,0.1330796462899389,1.240104750096113,-0.880624229968489,-0.4264638585610299,-0.7224553434078869,0.29732224660797535,-1.5235746433697703,-0.14707706378030527,1.3552488450439808,-0.8506261038710503,0.4407033314567366,0.0,1.0,0.0,0.0,1.0,0.0
-0.732027667025303,-1.5255407212561423,-1.202247469253068,1.447864293641349,-1.2946536337560621,-0.33461908001372404,1.51948931653144,1.240104750096113,-1.2290784424732188,-1.4446367235192,1.3811465816489428,-0.7878584913939161,1.4404635652184379,-0.46871971265212203,0.7390330265535799,0.8904513356249173,-0.6019215456402917,0.0,0.0,0.0,0.0,0.0,0.0
1.7003566366820448,0.40015522784116353,-0.12719015674880868,1.3793720114137604,0.6183749288082218,1.1542968976036878,-1.5999324415119374,-0.15077040013502604,-1.5775326549779487,1.60988187135531,1.0616121120200572,1.1654668370094885,0.3161732102367036,0.6034224502539345,-1.4177223381628232,1.2386668235241107,-0.10543350892742116,1.0,0.0,0.0,0.0,0.0,1.0
-0.732027667025303,-0.6133689558942607,-1.0678653051900355,1.242387446958583,0.9372130225689357,2.3725008792906612,-0.2135227712704364,-0.15077040013502604,-0.880624229968489,-1.6482712965108341,-0.962106195629551,-0.5708223437935378,1.1338389229506924,0.4962082339633287,0.1228172080631792,-1.5470570796694374,0.4407033314567366,0.0,0.0,0.0,0.0,1.0,0.0
-0.6571850730650769,-0.9174262110148877,-2.2773047817573278,1.0369106002758166,-1.2946536337560621,-0.33461908001372404,0.8262844814106894,0.19694838742275875,0.5131926200504305,0.3880744334055059,-0.18989789402641105,-1.0048946389942943,1.4404635652184379,1.1394935317069628,-0.8015065196724224,-0.15419512807266328,-1.7438440300798939,1.0,0.0,0.0,0.0,1.0,0.0
